IdProvincia;IdEstacion;Fecha;Year;Dia;t_media_grados;t_max_grados;hora_temp_max;t_min_grados;hora_temp_min;humedad_media_perc;humedad_max_perc;hora_hum_max;humedad_min_perc;hora_hum_min;vel_viento_m_s;dir_viento_grad;VelVientoMa_m_s;hora_vel_max;dir_viento_vel_max_grad;radiacion_MJ_m2);precipitacion_mm;PePMon;EtPMon
5;1;08/03/2011;2011;67;8,25;11,9;14:20;5,16;05:20;58,06;70,5;22:50;49,09;14:30;5,18;148;10,88;08:35;154,6;12,34;0;0;2,73
5;1;09/03/2011;2011;68;9,49;15,21;15:40;4,89;00:00;66,37;88,7;00:00;45,19;14:20;3,41;137,1;7,78;22:24;182,6;16,57;0;0;2,73
5;1;10/03/2011;2011;69;8,6;16,89;14:00;0,76;06:20;64,44;97,4;06:50;26,87;14:30;2,6;149,6;8,24;12:28;121,5;19,14;0;0;3,1
5;1;11/03/2011;2011;70;7,5;11,83;11:10;3,69;01:30;63,53;90,7;20:20;36,25;10:30;3,47;138,8;8,9;15:29;132,3;7;1,6;0;2,22
5;1;12/03/2011;2011;71;7,28;12,09;11:40;4,29;06:30;87,4;96,1;00:00;61,19;11:00;2,62;202,2;8,05;14:33;234,6;8,71;10,2;5,76;1,59
5;1;13/03/2011;2011;72;6,9;10,96;14:00;2,36;05:30;84,4;98,6;05:50;63,46;14:00;2,35;176,9;7,76;14:52;182,1;8,86;0,8;0;1,45
5;1;14/03/2011;2011;73;7,79;11,69;13:40;5,16;21:00;83,5;97,4;22:30;66,27;14:40;3,7;141,1;9,84;10:17;141,2;7,97;2,4;0;1,53
5;1;15/03/2011;2011;74;6,12;9,56;14:40;3,69;23:50;83,5;96,3;05:20;59,45;16:50;3,54;263;8,21;12:43;259;10,24;1,6;0;1,65
5;1;16/03/2011;2011;75;5,98;9,16;15:00;2,96;06:50;88,8;96,8;23:50;81,1;00:40;4,68;278,9;9,44;12:08;272,2;5,19;4,6;1,52;0,99
5;1;17/03/2011;2011;76;6,69;13,02;15:30;1,69;03:50;87,1;99,9;07:40;61,37;15:50;2,19;287,9;5,62;07:13;256,3;13,86;0,2;0;1,84
5;1;18/03/2011;2011;77;6,91;14,68;15:50;-0,44;06:30;82,4;99,1;06:40;47,86;14:20;1,29;269,1;4,99;15:24;343,8;20,97;0;0;2,38
5;1;19/03/2011;2011;78;7,62;16,15;16:30;-1,11;05:30;75,9;98,6;05:50;39,77;16:00;1,19;74,5;5,16;14:50;344,7;21,4;0,2;0;2,56
5;1;20/03/2011;2011;79;7,14;15,68;15:50;-1,04;05:50;69,04;99,1;06:40;30,95;16:30;1,28;292,4;5,3;13:52;1,8;22,19;0,2;0;2,7
5;1;21/03/2011;2011;80;7,91;16,35;15:30;-1,11;02:30;69,15;94,1;04:50;31,48;16:20;2,16;117,8;7,84;17:38;82,8;21,88;0,2;0;3,11
5;1;22/03/2011;2011;81;7,71;12,83;14:30;3,69;00:30;64,57;91;00:30;36,84;15:20;3,33;151;7,84;13:44;119;17,16;0;0;2,8
5;1;23/03/2011;2011;82;6,18;10,03;14:20;1,42;03:40;78;96,9;09:20;64,1;03:00;2,82;113,9;9,23;23:56;116,9;4,75;4,4;1,36;1,28
5;1;24/03/2011;2011;83;9,04;11,89;15:10;7,03;06:20;78,7;91,6;23:30;70,6;09:10;6,39;158,8;13,14;13:19;144,8;16,57;2,4;0;2,13
5;1;25/03/2011;2011;84;9,5;13,96;13:10;6,63;05:40;85,1;96,7;21:20;64,99;13:10;3,44;167,1;8,14;03:27;191;10,17;3,2;0,34;1,87
5;1;26/03/2011;2011;85;9,77;15,88;12:20;4,16;23:50;81,7;96,9;03:40;47,53;11:40;2,48;214,9;11,51;21:15;288,6;12,5;5,4;2,17;2,39
5;1;27/03/2011;2011;86;7,21;12,17;13:20;2,82;01:40;84,7;97,6;01:50;68,27;16:20;5,13;248,7;12,71;14:51;288;13,06;0,8;0;1,87
5;1;28/03/2011;2011;87;7,44;10,83;12:20;2,69;04:00;88,8;96,8;04:20;69,69;12:20;3,42;259,8;7,6;17:34;260,2;9,51;2,2;0;1,54
5;1;29/03/2011;2011;88;9,26;14,3;16:30;4,76;04:50;83,6;99,1;05:10;57,31;15:30;3,82;272,5;8,89;17:01;304,4;16,35;0;0;2,46
5;1;30/03/2011;2011;89;10,41;14,3;12:40;5,76;00:00;84,4;96,3;06:10;66;17:10;4,17;263,9;8,89;05:05;273,8;12,83;0;0;2,12
5;1;31/03/2011;2011;90;10,75;19,68;14:20;2,56;06:30;80,9;99,5;07:00;46,71;15:40;1,48;205,6;4,62;16:30;348,9;23,1;0,2;0;3,21
5;1;01/04/2011;2011;91;15,15;22,42;14:30;5,83;01:30;61,85;97,3;00:20;35,49;14:20;3,78;168,1;9,06;17:09;173,2;23,99;0;0;4,61
5;1;02/04/2011;2011;92;14,66;19,89;15:30;9,23;00:00;63,74;94,7;00:00;43,58;15:30;2,28;212,3;6,31;06:52;176,2;14,71;0;0;3,03
5;1;03/04/2011;2011;93;9;10,43;10:30;7,29;23:50;92,8;98,8;05:30;82,3;14:40;2,07;351,4;5,21;14:26;7,69;4,21;3,2;0,34;0,95
5;1;04/04/2011;2011;94;9,67;16,42;15:50;4,56;06:30;90,8;99,6;00:00;68,98;17:00;1,7;23,63;5,7;14:17;43,95;15,43;0,2;0;2,17
5;1;05/04/2011;2011;95;14,38;23,68;14:50;4,1;06:00;69,05;100;03:10;30,27;15:50;2,04;144,8;6,88;14:54;202,3;23,79;0,2;0;4,26
5;1;06/04/2011;2011;96;17,15;22,96;12:00;10,49;03:20;47,48;79,9;03:20;26,07;11:20;3,42;151,4;10,51;11:11;161,6;16,88;0;0;4,66
5;1;07/04/2011;2011;97;17,73;25,95;12:40;9,36;06:20;46,11;69,22;23:40;25,46;14:30;2,05;170,1;6,04;00:07;181,8;22,13;0;0;4,76
5;1;08/04/2011;2011;98;18,77;27,95;14:50;8,36;00:00;46,1;86;00:00;14,57;14:10;2,05;178,1;5,82;15:31;330,3;24,14;0;0;5,26
5;1;09/04/2011;2011;99;15;24,48;14:30;4,5;04:50;65,66;91,9;04:20;32,74;15:00;2,22;253,9;7,75;15:32;292,9;24,95;0;0;4,59
5;1;10/04/2011;2011;100;11,21;17,82;16:50;5,63;06:10;81,5;99,5;09:10;51,87;17:30;2,24;327,7;6,53;21:40;51,77;15,4;0;0;2,7
5;1;11/04/2011;2011;101;10,51;18,36;15:50;3,83;04:20;75,6;97,3;06:30;47,13;15:50;2,08;30,85;6,42;15:14;6,26;20,72;0;0;3,22
5;1;12/04/2011;2011;102;10,53;20,62;16:00;0,76;04:00;74;98,7;05:30;32,21;16:10;1,74;24;5,47;17:05;27,33;25,13;0;0;3,89
5;1;13/04/2011;2011;103;11,02;22,36;18:00;-0,71;05:20;66,71;99,8;06:30;18,71;16:10;1,11;249,4;3,86;15:09;301;26,28;0;0;3,94
5;1;14/04/2011;2011;104;13,47;22,55;15:10;4,7;05:50;60,31;85,9;05:50;30,21;16:40;1,92;270,7;7,06;16:16;305,3;25,66;0;0;4,42
5;1;15/04/2011;2011;105;10,02;19,69;15:10;0,9;06:00;57,06;90,8;23:10;21,12;15:40;1,59;18,29;5,83;15:33;31,42;26,2;0;0;4,02
5;1;16/04/2011;2011;106;11,87;20,82;15:00;-0,11;02:20;64,14;96,4;03:40;31,68;13:50;2,48;157,3;10,44;10:16;127,1;26,07;0;0;4,36
5;1;17/04/2011;2011;107;14,67;21,63;15:30;9,57;05:00;56,27;77,1;03:30;34,09;16:00;3,64;172,5;9,48;08:26;190;23,29;0;0;4,95
5;1;18/04/2011;2011;108;14,55;21,56;14:10;8,23;23:40;49,72;80,3;22:30;28,21;12:20;4,46;171,3;9,44;14:58;182,9;24,44;0;0;5,42
5;1;19/04/2011;2011;109;14,35;19,83;14:40;9,5;00:00;65,22;89,9;23:40;36,16;14:50;3,54;165,9;9,06;10:31;175;22,81;1,2;0;4,41
5;1;20/04/2011;2011;110;14;18,56;16:40;9,76;23:20;74,3;95,6;22:50;45,99;16:40;3,81;170,8;9,7;11:43;187,4;18,12;15,6;9,5;3,59
5;1;21/04/2011;2011;111;11,44;16,95;13:30;8,83;20:20;86;98,1;23:30;61,17;13:30;3,32;158,4;8,89;12:50;175,6;15,64;21,6;13,34;2,69
5;1;22/04/2011;2011;112;10,15;14,63;13:40;6,96;06:00;78,2;97,1;21:10;54,42;12:30;3,14;169,3;8,19;13:31;165;21,76;0;0;3,1
5;1;23/04/2011;2011;113;9,97;14,96;14:40;6,3;05:10;85,2;98,1;06:10;60,44;14:10;1,44;224,2;6,76;14:33;354,4;15,21;1,8;0;2,34
5;1;24/04/2011;2011;114;9,95;15,03;13:50;5,36;02:00;88,1;99,2;05:20;66,6;17:00;2,62;45,41;9,93;14:34;40,64;14,42;1,2;0;2,25
5;1;25/04/2011;2011;115;11,45;17,75;15:30;6,89;03:50;81,1;98,8;04:20;50,07;15:20;2,26;28,7;7,94;16:35;10,73;17,81;0;0;3,05
5;1;26/04/2011;2011;116;10,85;16,63;17:00;4,76;01:20;82,5;99,5;02:40;61,24;17:00;1,74;41,23;5,66;15:26;45,56;13,95;0,4;0;2,34
5;1;27/04/2011;2011;117;11,22;19,95;16:10;2,5;06:00;75,8;100;06:20;35,89;16:00;1,37;6,68;4,49;12:31;36,64;26,35;0,2;0;3,92
5;1;28/04/2011;2011;118;12,18;19,88;15:30;3,03;05:30;70,1;98,6;05:40;33,62;16:50;1,33;343,3;5,59;15:58;5,12;27,93;0;0;4,13
5;1;29/04/2011;2011;119;11,98;19,42;12:40;4,56;04:30;75,6;97,4;04:50;41,58;13:00;1,54;199,9;6,83;13:13;163,2;18,86;0,2;0;3,26
5;1;30/04/2011;2011;120;12,31;16,02;15:00;8,36;01:00;75,7;95,3;02:50;57,7;11:50;3,19;172,2;10,13;14:51;147,6;22,78;0;0;3,37
5;1;01/05/2011;2011;121;12,63;17,96;14:10;6,1;00:00;74,3;97,2;06:10;39,91;15:20;1,85;175,5;8,07;15:16;166,3;19,56;0,4;0;3,38
5;1;02/05/2011;2011;122;12,07;19,82;14:50;3,56;05:50;77;99,7;08:00;41,78;15:20;1,69;300,9;7,27;14:32;296,5;25,09;0;0;3,9
5;1;03/05/2011;2011;123;13;19,69;15:20;7,5;00:00;72,9;95,8;05:20;35,83;16:10;3,11;270,3;8,08;15:32;303,5;25,73;0;0;4,51
5;1;04/05/2011;2011;124;13,36;20,23;13:10;4,5;05:30;65,33;96,8;05:30;36,1;15:40;1,94;271,6;5,83;13:11;322,8;26,78;0;0;4,33
5;1;05/05/2011;2011;125;13,74;22,56;15:00;5,3;04:50;63,86;93,3;05:40;28,4;16:30;1,57;211,4;8,7;14:58;196,6;24,99;0;0;4,4
5;1;06/05/2011;2011;126;16,28;21,97;13:30;9,97;01:50;65,84;87,2;03:50;40,37;13:50;3,63;170,7;9,83;12:18;147,7;20,56;0;0;4,56
5;1;07/05/2011;2011;127;12,83;18,16;15:40;6,16;23:20;74,1;96,1;05:30;42,78;15:40;3,25;241,7;10,73;17:41;264,2;16,26;0;0;3,42
5;1;08/05/2011;2011;128;13,02;21,42;14:50;5,03;04:10;61,6;91,7;05:30;33,08;15:00;2,5;240,9;6,62;13:43;266,5;29,74;0;0;5
5;1;09/05/2011;2011;129;15,98;25,82;14:30;4,5;03:30;59,42;96,7;05:10;28,47;18:20;1,69;179,8;5,98;15:36;200,2;29,04;0;0;5,24
5;1;10/05/2011;2011;130;19,82;27,69;12:00;10,17;05:00;49,17;90,4;05:00;26,13;15:40;3,3;173,7;7,63;13:40;182,1;28,99;0;0;6,54
5;1;11/05/2011;2011;131;20,23;28,56;14:20;11,7;22:50;46,16;82,7;23:50;18,18;16:50;3,02;170,8;7,82;15:04;178,8;28,2;0;0;6,82
5;1;12/05/2011;2011;132;16,35;26,62;13:20;8,63;04:20;64,52;95,7;23:50;25,46;14:10;1,95;93,9;8,3;14:38;122,7;20,66;0,4;0;4,79
5;1;13/05/2011;2011;133;18,13;26,15;16:30;8,1;05:20;59,21;97,1;00:40;26,26;15:40;1,55;156,4;5,75;08:14;164,3;26,61;0,2;0;5,08
5;1;14/05/2011;2011;134;15,05;24,22;11:20;5,7;00:00;67,96;86,5;02:00;45,64;10:40;3,12;3,24;9,12;16:18;49,75;17,35;0;0;4,22
5;1;15/05/2011;2011;135;11,17;21,15;15:50;0,63;02:40;57,49;97,1;03:30;21,39;13:20;2,64;44,35;8,13;13:43;38,63;30,92;1;0;5,31
5;1;16/05/2011;2011;136;15,16;25,35;15:50;1,03;04:50;52,94;96,8;03:50;18,91;15:40;1,45;122,5;5,32;08:56;162,3;30,53;0;0;5,32
5;1;17/05/2011;2011;137;16,58;22,89;12:10;10,77;04:10;60,22;85,3;00:00;36,22;13:10;2,09;201,6;8,06;15:20;264,2;17,59;0;0;4,04
5;1;18/05/2011;2011;138;17,25;24,28;15:00;9,97;04:00;60,66;94,7;04:00;30,34;12:50;2,62;161,2;9,87;15:08;213,3;26,54;0;0;5,35
5;1;19/05/2011;2011;139;15,11;21,09;15:50;7,63;23:40;64,78;91,2;01:10;31,88;16:10;2,66;165,5;7,57;16:24;136,4;20,06;0;0;4,32
5;1;20/05/2011;2011;140;15,81;24,35;14:40;5,9;02:40;57,75;96;04:40;23,99;14:40;1,26;197,8;5,04;10:48;11,67;27,29;0;0;4,81
5;1;21/05/2011;2011;141;17,99;26,42;14:40;8,7;04:50;59,2;94,6;23:10;23,25;16:10;2;260,3;8,62;19:45;339;28,13;9,6;5,38;5,65
5;1;22/05/2011;2011;142;17,59;26,02;15:20;11,24;05:10;70,2;95,8;03:20;32,28;15:20;1,8;153,8;8,96;16:44;129;27,93;2,4;0;5,34
5;1;23/05/2011;2011;143;18,17;26,69;13:30;9,77;04:00;65,63;96,8;03:50;28,33;13:30;1,68;202,5;7,41;13:51;223,4;24,38;0;0;5,02
5;1;24/05/2011;2011;144;19,49;29,3;14:40;9,97;04:50;58,93;89,8;04:50;21,18;14:30;1,63;161,4;6,37;15:56;113,2;28,16;0;0;5,86
5;1;25/05/2011;2011;145;20,16;30,03;12:40;9,97;04:40;54,67;93,2;04:40;17,37;12:40;1,89;211,5;8,67;12:11;139,1;23,67;0;0;5,74
5;1;26/05/2011;2011;146;17,26;25,22;10:20;12,3;03:20;72,4;93,2;22:40;34,81;10:20;1,71;212,4;9,42;11:51;190,7;11,38;10;5,64;3,39
5;1;27/05/2011;2011;147;15,69;19,76;14:10;12,36;07:40;85,2;99,2;00:00;61,16;13:00;1,62;311,2;4,75;14:59;258,8;12,17;2,4;0;2,52
5;1;28/05/2011;2011;148;18,25;26,76;14:30;10,43;05:40;70,1;100;05:50;33,28;13:40;1,46;114,3;6,45;16:08;185,2;27,14;0;0;5,15
5;1;29/05/2011;2011;149;20,36;26,89;14:50;14,17;00:00;53,86;83,7;03:50;27;13:30;3,18;196,1;9,15;18:10;272,7;29,34;0;0;6,62
5;1;30/05/2011;2011;150;16,49;22,22;15:30;12,28;10:40;71,3;92,2;23:50;45,25;15:40;2,02;224,5;8,17;10:20;141,6;19,71;10,4;5,94;3,98
5;1;31/05/2011;2011;151;14,6;20,43;15:20;8,23;23:10;74,4;99,8;04:10;43,92;17:20;3,39;29,83;8,01;18:15;56,29;23,12;0;0;4,31
5;1;01/06/2011;2011;152;11,41;19,02;13:50;4,43;05:10;56,66;85,7;05:10;34,16;13:10;4,01;45,64;10,72;15:20;23,45;32,03;0;0;5,3
5;1;02/06/2011;2011;153;11,48;19,63;15:20;3,23;04:30;65,3;92,2;05:30;38,7;15:30;3;40,36;10,1;15:37;42,62;24,38;0;0;4,38
5;1;03/06/2011;2011;154;14,01;22,82;15:20;3,43;04:00;60,55;96,4;04:10;28,14;18:00;1,41;85,1;5,51;14:15;93,7;27,58;0;0;4,72
5;1;04/06/2011;2011;155;16,32;23,55;16:00;6,77;04:20;57,31;89,7;00:30;32,48;16:10;2;48,82;6,21;13:51;31,98;26,94;0;0;5,06
5;1;05/06/2011;2011;156;16,3;25,22;14:50;8,17;03:20;67,85;95,9;02:50;26,8;14:50;1,85;265,7;9,08;16:27;238,5;26,67;0,8;0;5,23
5;1;06/06/2011;2011;157;13,88;20,16;11:10;10,7;23:30;85,4;98,7;22:20;45,99;16:00;1,69;231;8,44;11:20;224,1;11,74;11,4;6,63;2,75
5;1;07/06/2011;2011;158;13,1;18,16;16:40;10,3;01:10;84,1;98,7;03:10;52,14;16:40;2,32;350,7;6,25;14:26;353,2;12,67;1,6;0;2,74
5;1;08/06/2011;2011;159;13,76;20,76;16:30;9,03;23:40;67,4;93,9;00:00;33,02;14:50;2,01;289,8;5,34;15:10;345;22,43;0;0;4,27
5;1;09/06/2011;2011;160;13,72;22,22;13:00;7,03;05:00;66,09;94,5;23:50;19,78;15:10;2,1;248,8;9,47;16:37;318;22,92;0,2;0;4,75
5;1;10/06/2011;2011;161;13,82;20,89;14:20;6,76;04:50;68,25;96;04:50;39,24;17:10;1,81;281;5,76;14:18;3,61;21,02;0;0;3,92
5;1;11/06/2011;2011;162;16,38;24,82;15:00;7,97;04:50;59,45;95,9;04:00;21,12;15:00;1,61;269,3;6,67;15:54;291,3;29,52;0;0;5,45
5;1;12/06/2011;2011;163;20,33;29,76;15:00;9,1;05:00;46,27;89,4;05:00;20,05;14:40;2,79;240,2;9,87;14:22;264,5;29,65;0;0;7,01
5;1;13/06/2011;2011;164;19,21;27,02;16:00;10,5;05:00;52,07;90,4;04:50;20,65;14:40;2,29;276,6;6,98;13:39;297,1;31,59;0;0;6,46
5;1;14/06/2011;2011;165;19,1;28,69;15:30;9,17;05:00;55,23;94,4;05:10;18,31;15:50;1,7;259,1;6,27;15:35;303,4;31,42;0;0;6,27
5;1;15/06/2011;2011;166;20,57;29,43;14:40;11,04;04:50;51,47;88,6;04:40;20,45;16:10;2,47;268,2;7,32;15:20;291,8;31,2;0;0;6,93
5;1;16/06/2011;2011;167;17,68;25,63;17:20;10,23;03:50;55,4;91,7;05:10;18,38;16:30;1,99;272,1;6,4;14:24;278,2;27,39;0;0;5,68
5;1;17/06/2011;2011;168;18,97;26,89;13:40;9,9;04:00;53,62;85;23:40;23,19;11:50;3,14;257,3;9,65;16:36;273,8;30,06;0;0;6,72
5;1;18/06/2011;2011;169;17,27;24,42;15:40;11,76;00:00;51,47;86,8;01:30;19,11;16:30;2,47;296,6;7,29;11:57;274;29,61;0,4;0;6,07
5;1;19/06/2011;2011;170;19,11;29,43;17:50;7,1;05:00;45,51;81,4;04:00;21,18;17:50;1,36;265,6;5,3;15:39;305,6;31,75;0;0;6,1
5;1;20/06/2011;2011;171;23,04;33,22;15:00;11,24;04:50;44,15;81,1;01:50;17,37;15:00;2;243,2;9,53;14:19;255,1;30,96;0;0;7,22
5;1;21/06/2011;2011;172;26,68;33,16;15:40;0;10:40;30,1;65,66;22:50;;10:40;2,86;275;7,71;16:36;302,9;19,49;0;;
5;1;22/06/2011;2011;173;20,15;28,89;15:10;12,11;23:50;45,41;77,9;04:40;19,65;15:50;2,53;273,1;8,44;13:53;267,3;31,56;0;0;7,06
5;1;23/06/2011;2011;174;17,42;27,29;15:40;7,03;04:10;50,39;96,2;05:10;16,91;16:00;1,77;358,4;6,06;15:39;311,1;31,52;0;0;6,12
5;1;24/06/2011;2011;175;19,65;31,28;16:20;6,7;04:50;49,85;95,4;04:20;16,84;16:10;1,49;13,55;5,54;11:18;22,97;31,55;0;0;6,42
5;1;25/06/2011;2011;176;24,82;34,82;14:50;10,77;03:20;39,58;84,5;03:50;16,63;16:10;1,86;176,8;7,4;15:04;157,6;30,82;0;0;7,25
5;1;26/06/2011;2011;177;28,78;36,69;15:10;18,3;05:20;32,75;64,11;23:30;13,03;14:20;1,78;195,3;5,5;12:20;246,5;30,1;0;0;7,54
5;1;27/06/2011;2011;178;25,88;33,95;12:10;16,9;23:40;44,84;74,5;23:40;21,11;12:20;1,91;218,5;13,39;13:07;260,3;20,43;6,06;2,72;5,99
5;1;28/06/2011;2011;179;23,96;33,43;14:00;13,63;23:50;50,17;90,4;03:40;12,96;15:00;2,55;275,9;7,56;12:13;261,4;30,44;0;0;7,77
5;1;29/06/2011;2011;180;20,19;25,89;17:00;0;09:26;51,53;77;23:50;;09:26;3,49;27,66;8,12;18:00;34,45;23,45;0,2;;
5;1;30/06/2011;2011;181;17,57;29,9;15:50;5,7;04:50;56,15;94,7;05:00;17,57;17:10;1,58;8,03;5,23;13:43;334,6;33,01;0;0;6,43
5;1;01/07/2011;2011;182;20,21;31,61;14:40;6,24;04:40;50,48;97,6;04:30;12,76;14:10;1,62;335,9;8,99;18:27;240,2;28,26;0;0;6,26
5;1;02/07/2011;2011;183;24,66;32,83;13:40;13,97;04:30;37,81;76;02:40;14,23;16:40;2,53;233;10,45;15:00;266,1;29,83;0,2;0;7,61
5;1;03/07/2011;2011;184;21,07;30,16;15:00;11,77;23:40;45,2;85,4;23:50;17,37;15:00;2,57;288,7;11,18;18:12;336,4;27,28;0;0;6,81
5;1;04/07/2011;2011;185;19,03;28,16;17:10;9,1;04:50;55,93;91,7;05:00;25,46;17:20;1,56;265,5;5,6;15:09;349,6;31,5;0;0;6,02
5;1;05/07/2011;2011;186;22,77;31,7;14:10;12,23;05:00;45,79;81,3;05:00;18,31;13:50;2,87;268,8;8,96;16:13;273,6;32,03;0;0;7,79
5;1;06/07/2011;2011;187;19,64;27,69;16:00;12,9;02:50;48,05;88,7;02:50;17,77;16:00;2,73;281,3;8,12;16:36;260,7;31,71;0;0;6,95
5;1;07/07/2011;2011;188;16,06;23,29;14:10;8,96;03:20;50,37;82,7;04:50;21,85;14:10;2,97;273,9;9,87;15:02;286,7;32,41;0;0;6,27
5;1;08/07/2011;2011;189;17,07;26,49;15:30;6,24;04:30;56,09;87,3;04:20;31,48;12:00;2,12;262;6,99;16:33;285,4;30,77;0;0;5,88
5;1;09/07/2011;2011;190;20,54;28,95;16:00;11,96;00:50;58,01;92,8;01:00;26,39;17:20;1,78;280,7;6,62;17:31;262,8;29,02;0;0;6,01
5;1;10/07/2011;2011;191;20,25;29,82;15:00;10,57;05:10;52,96;88,8;03:40;19,51;16:30;1,66;270,6;6,05;16:44;297,4;32,01;0;0;6,45
5;1;11/07/2011;2011;192;21,65;32,75;15:00;10,23;03:40;43,68;82,6;02:20;17,44;15:00;1,9;250,6;7,8;16:23;279,4;31,89;0;0;7,1
5;1;12/07/2011;2011;193;17,16;27,56;13:20;10,83;23:30;68,06;94,2;23:50;32,28;13:20;2,95;266,7;11,61;13:53;351,3;20,53;4,04;1,07;5,4
5;1;13/07/2011;2011;194;14,75;21,5;15:40;7,17;05:00;67,5;95,3;05:20;41,98;15:10;2,27;5,54;6,56;15:49;35,22;21,51;0;0;4,12
5;1;14/07/2011;2011;195;15,87;24,88;16:10;5,77;04:50;61,31;98,9;05:20;27,87;16:40;1,21;342,2;6,46;15:37;313,2;31,17;0;0;5,23
5;1;15/07/2011;2011;196;19,92;29,95;15:50;8,56;02:00;47,82;86,2;02:50;16,17;17:40;1,37;232,8;6,25;13:39;304,8;31,45;0;0;6,13
5;1;16/07/2011;2011;197;22,53;31,49;15:00;11,36;04:20;49,42;85,5;05:00;25,86;12:20;3,29;268,3;8,9;17:20;282,4;30,78;1,41;0;7,56
5;1;17/07/2011;2011;198;18,29;24,22;16:20;10,77;23:50;53,93;94;06:00;20,05;17:00;3,28;314,9;7,63;00:41;302,2;29;0;0;6,17
5;1;18/07/2011;2011;199;17,27;26,15;16:30;5,97;04:20;55,63;93,2;05:10;21,65;13:20;2,94;280,8;10,38;23:47;278,5;30,49;0;0;6,38
5;1;19/07/2011;2011;200;17,47;23,75;14:20;9,77;23:20;54,99;88,1;05:10;25,53;14:00;3,49;309,8;8,98;03:01;273,8;28,54;0;0;6,02
5;1;20/07/2011;2011;201;18,21;28,22;16:00;6,83;04:20;49,09;89,8;04:30;19,71;16:00;1,5;292,1;5,52;14:32;333,7;31,45;0;0;5,93
5;1;21/07/2011;2011;202;18,95;27,69;16:50;9,63;05:00;54,38;91,6;05:10;20,85;16:20;2,08;352,2;6,97;12:25;295,9;31,36;0;0;6,28
5;1;22/07/2011;2011;203;17,46;27,22;15:50;7,37;05:00;57,03;96,5;05:10;27,73;17:10;2,43;14,98;7,17;20:17;46,32;30,67;0;0;6,12
5;1;23/07/2011;2011;204;17,09;26,89;14:10;6,5;04:20;52,28;92;02:40;22,72;17:00;1,68;12,32;7,57;16:55;350,2;30,79;0;0;5,74
5;1;24/07/2011;2011;205;18,02;26,89;16:40;7,1;04:30;54,31;88,2;02:50;29,13;16:40;1,83;9,62;6,18;22:36;46,15;30,21;0;0;5,71
5;1;25/07/2011;2011;206;19,65;28,15;16:20;9,77;04:30;59,74;93,6;05:30;32,14;16:20;1,39;313,6;5,68;14:26;10,53;29,93;0;0;5,57
5;1;26/07/2011;2011;207;21,45;30,15;15:50;12,03;05:20;55,49;91;05:30;24,58;16:10;1,88;356,7;6,08;15:53;312,9;29,48;0;0;6,23
5;1;27/07/2011;2011;208;19,26;29,09;16:50;9,43;05:00;50,72;91,3;04:50;14,97;16:00;1,91;24,38;5,97;10:03;28,09;28,55;0;0;6,13
5;1;28/07/2011;2011;209;19,7;30,55;15:30;7,83;04:50;51,73;96,1;05:10;16,7;17:30;1,55;352,2;5,83;15:45;319;30,45;0;0;6,12
5;1;29/07/2011;2011;210;22,78;32,88;15:30;9,57;05:20;46,6;87,2;05:40;17,5;13:40;1,99;288,2;9,96;20:18;242,4;29,56;0,2;0;6,77
5;1;30/07/2011;2011;211;22,49;30,42;15:30;12,76;05:00;48,29;88,3;05:10;23,25;16:30;2,35;312,5;6,17;13:15;321,5;29,41;0;0;6,6
5;1;31/07/2011;2011;212;21,66;32,08;14:50;10,37;05:00;50,51;92;04:50;19,17;14:30;1,38;283,9;6,5;14:27;290,7;29,57;0;0;6,05
5;1;01/08/2011;2011;213;23,23;32,22;11:50;13,57;04:00;46,48;93,5;22:30;19,64;12:40;1,94;247,8;7,34;13:16;261,7;23;11,92;7,04;5,86
5;1;02/08/2011;2011;214;18,31;23,43;13:10;14,83;04:50;80,8;95,5;01:50;51,33;12:30;2,1;229,3;6,82;03:26;280;14,5;4,85;1,73;3,35
5;1;03/08/2011;2011;215;20,07;27,95;16:10;12,23;05:20;67,68;97,4;05:30;32,07;15:50;1,21;247,5;4,86;11:50;289;29,09;0;0;5,32
5;1;04/08/2011;2011;216;22,1;31,01;15:20;12,63;04:20;56,05;92,5;04:20;24,38;15:10;1,78;260;7,85;12:31;300,1;28,64;0;0;6,1
5;1;05/08/2011;2011;217;21,19;29,03;13:30;14,57;23:40;58,19;94,3;06:10;23,32;18:00;2,44;266;8,21;17:28;301,8;23,9;0;0;5,82
5;1;06/08/2011;2011;218;21,24;28,69;14:50;13,7;00:10;60,92;83,5;06:40;38,62;15:50;3,59;265,6;9,65;13:30;280,8;24,71;0;0;6,08
5;1;07/08/2011;2011;219;20,61;27,76;15:30;14,23;05:30;54,49;93,5;05:40;22,45;13:50;3,18;277,2;9,55;13:18;284,4;28,49;0;0;6,53
5;1;08/08/2011;2011;220;18,45;26,96;16:50;9,83;04:40;51,93;92,7;04:50;19,85;16:40;1,77;17,59;6,56;10:13;70,3;29,4;0;0;5,64
5;1;09/08/2011;2011;221;18,02;28,69;14:40;7,57;05:10;50,01;90,8;05:10;14,37;16:40;1,76;34,6;6,95;13:33;3,04;29,63;0;0;5,92
5;1;10/08/2011;2011;222;20,17;32,95;16:00;6,57;05:30;54,06;95,9;04:00;18,97;16:00;1,72;326,7;6,1;15:48;348,7;28,68;0;0;6,26
